"Station","Low","Normal","High","Flow_Type","PEARSEDA","PERSEDA_CODE","StationName","Prov","Latitude","Longitude","DrainageArea","Years","From","To","Reg.","OperSched","Operator"
"01AK001",214,121,30,"Low","Saint John - St. Croix",23,"SHOGOMOC STREAM NEAR TRANS CANADA HIGHWAY","NB",45.94353,-67.32036,234,100,1918,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AK006",108,236,21,"Normal","Saint John - St. Croix",23,"MIDDLE BRANCH NASHWAAKSIS STREAM AT SANDWITH'S FARM","NB",46.08281,-66.73303,5.7,53,1966,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AK007",193,153,19,"Low","Saint John - St. Croix",23,"NACKAWIC STREAM NEAR TEMPERANCE VALE","NB",46.04878,-67.23961,240,52,1967,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AL002",223,128,14,"Low","Saint John - St. Croix",23,"NASHWAAK RIVER AT DURHAM BRIDGE","NB",46.12592,-66.61131,1450,58,1962,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AL004",265,88,12,"Low","Saint John - St. Croix",23,"NARROWS MOUNTAIN BROOK NEAR NARROWS MOUNTAIN","NB",46.27717,-67.02139,3.89,47,1972,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AM001",249,86,30,"Low","Saint John - St. Croix",23,"NORTH BRANCH OROMOCTO RIVER AT TRACY","NB",45.67378,-66.68289,557,57,1962,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AN002",208,124,33,"Low","Saint John - St. Croix",23,"SALMON RIVER AT CASTAWAY","NB",46.29072,-65.72275,1050,45,1974,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AP002",221,115,29,"Low","Saint John - St. Croix",23,"CANAAN RIVER AT EAST CANAAN","NB",46.07236,-65.36639,668,75,1925,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AP004",249,87,29,"Low","Saint John - St. Croix",23,"KENNEBECASIS RIVER AT APOHAQUI","NB",45.70139,-65.60169,1100,59,1961,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AQ001",222,116,27,"Low","Saint John - St. Croix",23,"LEPREAU RIVER AT LEPREAU","NB",45.16978,-66.46828,239,104,1916,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AQ002",213,135,17,"Low","Saint John - St. Croix",23,"MAGAGUADAVIC RIVER AT ELMCROFT","NB",45.27333,-66.80667,1420,94,1917,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AR004",129,227,9,"Normal","Saint John - St. Croix",23,"ST. CROIX RIVER AT VANCEBORO","ME",45.56889,-67.42972,1080,92,1928,2019,TRUE,"Continuous","UNITED STATES GEOLOGICAL SURVEY"
"01AR005",262,96,7,"Low","Saint John - St. Croix",23,"ST. CROIX RIVER AT BARING","ME",45.13667,-67.31806,3550,45,1975,2019,TRUE,"Continuous","UNITED STATES GEOLOGICAL SURVEY"
"01AR006",211,131,23,"Low","Saint John - St. Croix",23,"DENNIS STREAM NEAR ST. STEPHEN","NB",45.20903,-67.26215,115,54,1966,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01AR011",258,98,9,"Low","Saint John - St. Croix",23,"FOREST CITY STREAM BELOW FOREST CITY DAM","ME",45.66417,-67.73356,357,46,1975,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BC001",119,228,18,"Normal","Maritime Coastal",24,"RESTIGOUCHE RIVER BELOW KEDGWICK RIVER","NB",47.66708,-67.48308,3160,58,1962,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BD008",96,201,13,"Normal","Maritime Coastal",24,"MATAPEDIA (RIVIERE) PRES DE AMQUI","QC",48.49167,-67.45,558,34,1982,2019,FALSE,"Continuous","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC"
"01BE001",185,168,12,"Low","Maritime Coastal",24,"UPSALQUITCH RIVER AT UPSALQUITCH","NB",47.83247,-66.88708,2270,93,1918,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BG005",139,201,25,"Normal","Maritime Coastal",24,"CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY","QC",48.62833,-66.16806,1680,43,1978,2020,FALSE,"Continuous","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC"
"01BG009",103,231,31,"Normal","Maritime Coastal",24,"BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX","QC",48.18611,-65.55861,1910,39,1982,2020,FALSE,"Continuous","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC"
"01BJ003",179,158,28,"Low","Maritime Coastal",24,"JACQUET RIVER NEAR DURHAM CENTRE","NB",47.89381,-66.02522,510,55,1964,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BJ007",137,211,17,"Normal","Maritime Coastal",24,"RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK","NB",47.90867,-66.94806,7740,52,1968,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BJ010",171,165,29,"Low","Maritime Coastal",24,"MIDDLE RIVER NEAR BATHURST","NB",47.60839,-65.72181,217,38,1981,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BJ012",186,158,21,"Low","Maritime Coastal",24,"EEL RIVER NEAR DUNDEE","NB",47.98789,-66.49061,43.2,35,1984,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BL002",97,211,57,"Normal","Maritime Coastal",24,"RIVIERE CARAQUET AT BURNSVILLE","NB",47.70561,-65.15539,173,50,1969,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BL003",171,153,41,"Low","Maritime Coastal",24,"BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING","NB",47.43578,-65.10606,383,49,1970,2018,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BO001",203,147,15,"Low","Maritime Coastal",24,"SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE","NB",46.736,-65.82561,5050,77,1918,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BP001",228,128,9,"Low","Maritime Coastal",24,"LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON","NB",46.93597,-65.90739,1340,69,1951,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BQ001",158,188,19,"Normal","Maritime Coastal",24,"NORTHWEST MIRAMICHI RIVER AT TROUT BROOK","NB",47.09475,-65.8365,948,59,1961,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BS001",178,151,36,"Low","Maritime Coastal",24,"COAL BRANCH RIVER AT BEERSVILLE","NB",46.44394,-65.06494,166,56,1964,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BU002",190,134,41,"Low","Maritime Coastal",24,"PETITCODIAC RIVER NEAR PETITCODIAC","NB",45.94639,-65.16819,391,59,1961,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BU003",247,86,32,"Low","Maritime Coastal",24,"TURTLE CREEK AT TURTLE CREEK","NB",45.9595,-64.878,129,49,1962,2010,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01BV006",242,92,31,"Low","Maritime Coastal",24,"POINT WOLFE RIVER AT FUNDY NATIONAL PARK","NB",45.55856,-65.01597,130,56,1964,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01CA003",176,156,33,"Low","Maritime Coastal",24,"CARRUTHERS BROOK NEAR ST. ANTHONY","PE",46.74411,-64.187,46.8,59,1961,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01CB002",149,151,65,"Normal","Maritime Coastal",24,"DUNK RIVER AT WALL ROAD","PE",46.34586,-63.63333,114,59,1961,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01CB004",112,197,56,"Normal","Maritime Coastal",24,"WILMOT RIVER NEAR WILMOT VALLEY","PE",46.39331,-63.65939,45.4,48,1972,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01CC002",113,171,81,"Normal","Maritime Coastal",24,"WINTER RIVER NEAR SUFFOLK","PE",46.33206,-63.06547,37.5,53,1967,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01DC005",179,150,36,"Low","Maritime Coastal",24,"ANNAPOLIS RIVER AT WILMOT","NS",44.94919,-65.02939,546,57,1963,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01DG003",200,124,41,"Low","Maritime Coastal",24,"BEAVERBANK RIVER NEAR KINSAC","NS",44.85111,-63.66389,96.9,99,1921,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01DL001",199,137,29,"Low","Maritime Coastal",24,"KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD","NS",45.58681,-64.45069,63.2,50,1969,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01DP004",242,90,33,"Low","Maritime Coastal",24,"MIDDLE RIVER OF PICTOU AT ROCKLIN","NS",45.49739,-62.78019,92.2,55,1965,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01DR001",197,101,67,"Low","Maritime Coastal",24,"SOUTH RIVER AT ST. ANDREWS","NS",45.55972,-61.90364,177,72,1917,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EC001",192,148,25,"Low","Maritime Coastal",24,"ROSEWAY RIVER AT LOWER OHIO","NS",43.83736,-65.36911,495,105,1915,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01ED007",249,79,37,"Low","Maritime Coastal",24,"MERSEY RIVER BELOW MILL FALLS","NS",44.43678,-65.22186,295,52,1968,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EE005",130,190,45,"Normal","Maritime Coastal",24,"MOOSE PIT BROOK AT TUPPER LAKE","NS",44.46183,-65.04778,17.7,39,1981,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EF001",206,114,45,"Low","Maritime Coastal",24,"LAHAVE RIVER AT WEST NORTHFIELD","NS",44.44744,-64.59119,1250,105,1915,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EJ001",191,135,39,"Low","Maritime Coastal",24,"SACKVILLE RIVER AT BEDFORD","NS",44.73153,-63.66044,146,51,1916,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EJ004",170,145,50,"Low","Maritime Coastal",24,"LITTLE SACKVILLE RIVER AT MIDDLE SACKVILLE","NS",44.76447,-63.6875,13.1,40,1980,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01EO001",162,136,67,"Low","Maritime Coastal",24,"ST. MARYS RIVER AT STILLWATER","NS",45.17439,-61.97992,1350,105,1915,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FA001",205,122,38,"Low","Maritime Coastal",24,"RIVER INHABITANTS AT GLENORA","NS",45.72025,-61.28611,193,55,1965,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FB001",219,90,56,"Low","Maritime Coastal",24,"NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY","NS",46.36897,-60.97528,368,104,1916,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FB003",263,43,59,"Low","Maritime Coastal",24,"SOUTHWEST MARGAREE RIVER NEAR UPPER MARGAREE","NS",46.22311,-61.13692,357,102,1918,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FC002",238,68,59,"Low","Maritime Coastal",24,"CHETICAMP RIVER ABOVE ROBERT BROOK","NS",46.64158,-60.94611,190,61,1958,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FE002",256,64,45,"Low","Maritime Coastal",24,"INDIAN BROOK AT INDIAN BROOK","NS",46.37172,-60.53369,125,57,1960,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"01FJ002",206,129,30,"Low","Maritime Coastal",24,"MACASKILLS BROOK NEAR BIRCH GROVE","NS",46.11789,-60.00467,17.2,42,1978,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AB006",132,185,48,"Normal","Great Lakes",19,"KAMINISTIQUIA RIVER AT KAMINISTIQUIA","ON",48.53231,-89.595,6470,94,1926,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AB008",174,125,66,"Low","Great Lakes",19,"NEEBING RIVER NEAR THUNDER BAY","ON",48.38339,-89.30656,187,67,1953,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AB017",62,201,102,"Normal","Great Lakes",19,"WHITEFISH RIVER AT NOLALU","ON",48.29211,-89.80986,226,40,1980,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AC001",135,144,86,"Normal","Great Lakes",19,"WOLF RIVER AT HIGHWAY NO. 17","ON",48.82169,-88.53461,726,49,1971,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AC002",131,148,86,"Normal","Great Lakes",19,"BLACK STURGEON RIVER AT HIGHWAY NO. 17","ON",48.90422,-88.37686,2980,49,1971,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02AD010",134,171,60,"Normal","Great Lakes",19,"BLACKWATER RIVER AT BEARDMORE","ON",49.59761,-87.96544,652,49,1971,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BA003",188,112,65,"Low","Great Lakes",19,"LITTLE PIC RIVER NEAR COLDWELL","ON",48.84911,-86.60722,1320,49,1972,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BB003",174,127,64,"Low","Great Lakes",19,"PIC RIVER NEAR MARATHON","ON",48.77408,-86.29661,4220,51,1970,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BB004",156,150,59,"Low","Great Lakes",19,"CEDAR CREEK NEAR HEMLO","ON",48.70542,-85.90794,210,37,1984,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BC004",191,128,46,"Low","Great Lakes",19,"WHITE RIVER BELOW WHITE LAKE","ON",48.6548,-85.74153,4160,57,1959,2015,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BD002",148,157,60,"Normal","Great Lakes",19,"MICHIPICOTEN RIVER AT SCOTT FALLS","ON",47.91083,-84.74333,5310,100,1920,2019,TRUE,"Continuous","GREAT LAKES POWER COMPANY LIMITED"
"02BE002",146,143,76,"Low","Great Lakes",19,"MONTREAL RIVER NEAR MONTREAL RIVER HARBOUR","ON",47.21389,-84.61944,2880,85,1935,2019,TRUE,"Continuous","GREAT LAKES POWER COMPANY LIMITED"
"02BF001",173,137,55,"Low","Great Lakes",19,"BATCHAWANA RIVER NEAR BATCHAWANA","ON",47.00353,-84.51556,1230,54,1967,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF002",171,88,106,"Low","Great Lakes",19,"GOULAIS RIVER NEAR SEARCHMONT","ON",46.86094,-83.97181,1140,54,1967,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF004",149,134,82,"Low","Great Lakes",19,"BIG CARP RIVER NEAR SAULT STE. MARIE","ON",46.51589,-84.46518,51,42,1979,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF005",89,195,81,"Normal","Great Lakes",19,"NORBERG CREEK (SITE A) ABOVE BATCHAWANA RIVER","ON",47.06253,-84.43072,10.4,37,1980,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF006",96,183,86,"Normal","Great Lakes",19,"NORBERG CREEK (SITE B) AT OUTLET OF TURKEY LAKE","ON",47.05053,-84.41278,8.03,38,1979,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF007",115,170,80,"Normal","Great Lakes",19,"NORBERG CREEK (SITE C) AT OUTLET OF LITTLE TURKEY LAKE","ON",47.04472,-84.41025,5.05,36,1981,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF008",66,228,71,"Normal","Great Lakes",19,"NORBERG CREEK (SITE D) BELOW WISHART LAKE","ON",47.04625,-84.40319,4.08,37,1980,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF009",49,245,71,"Normal","Great Lakes",19,"NORBERG CREEK (SITE E) BELOW BATCHAWANA LAKE","ON",47.05778,-84.4,2.04,36,1981,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02BF012",47,256,62,"Normal","Great Lakes",19,"NORBERG CREEK (SITE F) AT OUTLET OF BATCHAWANA LAKE","ON",47.06281,-84.39253,1.15,35,1982,2016,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CA002",85,170,110,"Normal","Great Lakes",19,"ROOT RIVER AT SAULT STE. MARIE","ON",46.56286,-84.28169,109,50,1971,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CB003",175,75,115,"Low","Great Lakes",19,"AUBINADONG RIVER ABOVE SESABIC CREEK","ON",46.96842,-83.41686,1450,41,1980,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CC005",145,99,121,"Low","Great Lakes",19,"LITTLE WHITE RIVER NEAR BELLINGHAM","ON",46.39395,-83.28298,1970,79,1942,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CC008",88,161,116,"Normal","Great Lakes",19,"MISSISSAGI RIVER AT MISSISSAGI CHUTE","ON",46.20136,-83.02539,9260,62,1940,2011,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CC010",139,108,118,"Low","Great Lakes",19,"LITTLE WHITE RIVER BELOW BOLAND RIVER","ON",46.58114,-82.968,1210,41,1980,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CD001",126,107,132,"High","Great Lakes",19,"SERPENT RIVER AT HIGHWAY NO. 17","ON",46.21078,-82.51242,1350,55,1966,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CD006",160,74,131,"Low","Great Lakes",19,"SERPENT RIVER ABOVE QUIRKE LAKE","ON",46.51158,-82.60028,157,53,1967,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CE002",148,84,133,"Low","Great Lakes",19,"AUX SABLES RIVER AT MASSEY","ON",46.21494,-82.07081,1340,106,1915,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CF007",84,153,128,"Normal","Great Lakes",19,"WHITSON RIVER AT CHELMSFORD","ON",46.58336,-81.19911,277,61,1960,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CF008",45,192,128,"Normal","Great Lakes",19,"WHITSON RIVER AT VAL CARON","ON",46.61017,-81.03297,179,61,1960,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CF012",23,213,129,"Normal","Great Lakes",19,"JUNCTION CREEK BELOW KELLEY LAKE","ON",46.42731,-81.09844,199,43,1977,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02CF013",85,137,143,"High","Great Lakes",19,"MOOSE CREEK AT LEVACK","ON",46.63594,-81.39147,40.6,39,1981,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DB005",46,195,124,"Normal","Great Lakes",19,"WANAPITEI RIVER NEAR WANUP","ON",46.34567,-80.83956,3150,69,1952,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DB007",75,160,130,"Normal","Great Lakes",19,"CONISTON CREEK ABOVE WANAPITEI RIVER","ON",46.47528,-80.82153,59,41,1980,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DC004",128,94,143,"High","Great Lakes",19,"STURGEON RIVER NEAR GLEN AFTON","ON",46.63717,-80.26325,3010,63,1941,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DC012",163,81,121,"Low","Great Lakes",19,"STURGEON RIVER AT UPPER GOOSE FALLS","ON",46.97025,-80.45878,1200,34,1986,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DD010",20,237,108,"Normal","Great Lakes",19,"FRENCH RIVER AT DRY PINE BAY","ON",46.06858,-80.61164,13900,60,1961,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DD013",71,165,129,"Normal","Great Lakes",19,"LA VASE RIVER AT NORTH BAY","ON",46.26344,-79.39511,68.6,46,1974,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DD014",78,177,110,"Normal","Great Lakes",19,"CHIPPEWA CREEK AT NORTH BAY","ON",46.31178,-79.44836,35.6,46,1974,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02DD015",110,137,118,"Normal","Great Lakes",19,"COMMANDA CREEK NEAR COMMANDA","ON",45.94919,-79.60658,104,47,1974,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EA005",131,146,88,"Normal","Great Lakes",19,"NORTH MAGNETAWAN RIVER NEAR BURK'S FALLS","ON",45.66947,-79.37919,329,106,1915,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EA010",129,145,91,"Normal","Great Lakes",19,"NORTH MAGNETAWAN RIVER ABOVE PICKEREL LAKE","ON",45.70377,-79.30879,155,53,1968,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EA011",123,156,86,"Normal","Great Lakes",19,"MAGNETAWAN RIVER NEAR BRITT","ON",45.77306,-80.48233,2840,48,1973,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB004",118,146,101,"Normal","Great Lakes",19,"NORTH BRANCH MUSKOKA RIVER AT PORT SYDNEY","ON",45.21286,-79.27528,1410,105,1915,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB006",100,197,68,"Normal","Great Lakes",19,"MUSKOKA RIVER BELOW BALA","ON",45.0225,-79.67833,4770,82,1937,2018,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB011",154,159,52,"Normal","Great Lakes",19,"MOON RIVER AT HIGHWAY NO. 400","ON",45.06506,-79.79014,4790,55,1965,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB012",86,216,63,"Normal","Great Lakes",19,"MUSQUASH RIVER AT HIGHWAY NO. 400","ON",45.02253,-79.77681,NA,55,1965,2019,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB013",102,178,85,"Normal","Great Lakes",19,"BIG EAST RIVER NEAR HUNTSVILLE","ON",45.39272,-79.15994,610,48,1973,2020,TRUE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EB014",116,176,73,"Normal","Great Lakes",19,"OXTONGUE RIVER NEAR DWIGHT","ON",45.31197,-78.98939,605,40,1981,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EC002",78,238,49,"Normal","Great Lakes",19,"BLACK RIVER NEAR WASHAGO","ON",44.71367,-79.28161,1510,106,1915,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02EC003",99,235,31,"Normal","Great Lakes",19,"SEVERN RIVER AT SWIFT RAPIDS","ON",44.85694,-79.54167,5850,66,1953,2018,TRUE,"Continuous","ORILLIA LIGHT AND POWER"
"02EC009",115,189,61,"Normal","Great Lakes",19,"HOLLAND RIVER EAST BRANCH AT HOLLAND LANDING","ON",44.09492,-79.48956,176,56,1965,2020,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
"02ED003",68,238,59,"Normal","Great Lakes",19,"NOTTAWASAGA RIVER NEAR BAXTER","ON",44.24981,-79.82142,1230,73,1947,2019,FALSE,"Continuous","WATER SURVEY OF CANADA (DOE) (CANADA)"
